id,region,sec_uid,unique_id,nickname,signature,avatar,verified,secret,aweme_count,following_count,follower_count,favoriting_count,total_favorited,ins_id,youtube_channel_title,youtube_channel_id,twitter_name,twitter_id,author_id
6939650572446630917,US,MS4wLjABAAAALyjIBv_ppvcc9Q28lKkSa4oVOLxKVBkNIePTVHcGVrnJgOsdAqZKF-ilvmoBRieb,streetheartstx,streetheartstx,"TX Foster Mom 🐶
Follow to 👀 dogs get rescued! 
More Updates on IG
HowToHelp⬇️",https://p16.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7348214731544477742~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,0,312,249830,0,0,,,,,,6742912676903568389
7256899179644257322,US,MS4wLjABAAAAnPlmBQZrM6XkEPs4AVPwtvWVMUumVOBZAlZgkO40Q_gMuY4UXSzDOdcmUJUtGh8v,drbarbaraoneill,dr barbara oneill,Health assistance and well-being,https://p19.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e85d0fb7c97f6ebefe311da1eb1bd27e~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,163,0,1168566,3,2787649,,,,,,6742912676903568389
6790805979610432518,US,MS4wLjABAAAAPOH1z0xMujKMhTJQ0SnNLVAaCbBxgBFyjoslyfVEo7Y0UYkdor4hqbb5x1dhQvCf,odesza,ODESZA,Harrison M. and Clayton K.,https://p19-pu-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a4ed86e9a9770dbceabe1d8f5c1b7f5b~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,0,2,203552,0,0,odesza,,,,,6742912676903568389
76504059427303424,US,MS4wLjABAAAAqTquRQbEhvIxWb-B3L-C7tHn8oE1Sy7_BrnVwG-knr213n4xTiLF2YtO8U-Rv6dM,mikesweatherpage,Mikes Weather Page,Weather Blogger and Storm Chaser.  Daily Brew on YouTube 9:19am ET M-F.,https://p16-pu-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/9dbe132f6f29f1b458aff314e94bc452~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,0,115,588532,0,0,,,,,,6742912676903568389
6905852130881111045,CA,MS4wLjABAAAAfo2VA9HgWraZ3fTR4LQrRW9e8MzQIWryKWjVBuNwZlz6iQFpLfTtF5RjDp2n2w1R,nerdyaboutnature,Nerdy About Nature (Ross Reid),"Nature sure is neat, huh? 🤙🌲
Science edu to make your time outside more fun!",https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/fbeda865a41854ef0876762841fa83c7~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,0,36,215506,0,0,,Nerdy About Nature,UCLba3-S08_eD3vTCrPPbeGA,,,6742912676903568389
6715123465392161797,CA,MS4wLjABAAAAD9GbuHEJvKn3vYRfUNe3ifpPJ7bsXPsmcV9SIQYt40PtMkn4_UZ2XLnUbnU7sT3j,urgentseas,UrgentSeas,"Whistleblower org. to end captivity through direct action, education & advocacy",https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/5f1b1ce0af01ce0f0035d832404f37b4~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,0,2,506820,0,0,,UrgentSeas,UCg_wbTZ39Ee1hFzXqVi0pgQ,,,6742912676903568389
7162203518123770886,CA,MS4wLjABAAAA8L-CdvT5FSsFQlq2JtRaYiD88g0atjJX1oCcIHuiceJ3b4wLvr1XpKQ45YumXOPR,orim,Orim,💌orim.collab@gmail.com,https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/950c71e8c6bccc5b2ea97314c81a72aa~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,0,2,1311381,0,0,,,,,,6742912676903568389
6922166684971484166,US,MS4wLjABAAAANt6VPqugQ65KbLhOZEdUuSwDECMLDOYQkXZidudlU2BMirQ7asw_AvOBcsu_P-N-,wishbonekitchen,wishbonekitchen,"my cookbook is out now 💖

contact@wishbonekitchen.com",https://p16-pu-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/04d10414e58192aff32404e1ec35ddb0~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,0,1504,2269178,0,0,,Wishbone Kitchen,UCZPUKgUs9hQuA2HmdRa8yBQ,,,6742912676903568389
6948142254499316742,US,MS4wLjABAAAAlMJYIzzcHqx6F7CmZAIu2NllcsTb9p0uT22ZBXHM48AvHXF3bvXsKtJbBOVN8V7e,campcaninesb,Camp Canine Resort,"“Disneyland for Dogs”
Daycare, Pet Resort & Spa
📍Santa Barbara, California",https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/af4a5b0f576807c36af8c2af57bc2e85~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,0,75,795438,0,0,,,,,,6742912676903568389
6764764858493256710,US,MS4wLjABAAAAy6fJ2DhVowFfaToKkdL6i6X_XB5e4_TnCmd0bfW1ULJ_bTFnx9JVD8rHD5t5jAac,madisonmealy,Madison Mealy,"welcome to our cozy corner of the internet🍯 
madison@parkertalentmanagement.com",https://p16.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7326279554215968811~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,0,239,1142594,0,0,madisonmealy,,,,,6742912676903568389
6645259936459177990,CA,MS4wLjABAAAAFqRLMYr8CRY5WLxFN_hwy6HQKuOXgff9mcvjWh7VYiXxKSfwfXPmqTH4nKOOoDQP,dr.rami_awwad,Dr. Rami Awwad (vet)🐶🐱,"Veterinarian 👨‍⚕️ 💉

Discover our exclusive small pet products ⬇️⬇️",https://p19-common-sg.tiktokcdn-us.com/tos-alisg-avt-0068/7ad8024847ca82f949885d0d308716bb~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,1126,63,2494589,3421,66131619,dr.rami_awwad,الدكتور رامي عواد,UC35zT1V0qS-7uzar_7RZscQ,,,6742912676903568389
6756792490147611653,US,MS4wLjABAAAAA4aMRa6aEYbxGSVfiD0cT7cnNXYuD8VmB9OQ7aRPCHcAgBXc08Yl8wp6C-QxadU4,goingzerowaste_,Kathryn Kellogg,"Eco-friendly living with positivity & ❤️
700k+ on insta — @going.zero.waste",https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/5f57c954d4e20e5a4ae3a326b089f4d9~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,0,336,320246,0,0,going.zero.waste,,,,,6742912676903568389
6853954317771080710,GB,MS4wLjABAAAAQD8ifeFho_6g0_c0833deKiBjEMyfSttOkAb6GFy856wv36nLrdMHOjWcNVAqUvQ,creations.zakmiskry,Zak Miskry Sculpture,"Insta - creations.zakmiskry 🦎⚙️
I make stuff with scrap metal 
YouTube ⬇️",https://p19-common-sg.tiktokcdn-us.com/tos-alisg-avt-0068/13c53b586a95b9fd9abc045a257dbf0c~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,246,97,298586,3157,4433521,creations.zakmiskry,Zak Miskry Sculpture,UCOfxuhiXCK-rPIgctAA_8_A,,,6742912676903568389
7028007471440937990,AU,MS4wLjABAAAAnJSmv7lr1tkkshsoMf0UzHUInMUcKIuyoTNkt9Olq7qdv_e4SBUCHZpWHiZ6pfAj,september__studio,FLOWER BOY,"FLORIST & CERAMIC STUDIO
Sydney
Open 8-3 Mon Fri
SAT 8-12",https://p19-common-sg.tiktokcdn-us.com/tos-alisg-avt-0068/8c6f3612320bb51ac0db9868eab48c5a~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,0,33,420118,0,0,september___studio,,,,,6742912676903568389
6976615569249354757,US,MS4wLjABAAAAHfNqEuRj4w6C0FEUKU2S99cK4sVd5Upcq2rGfhlovt3M_LQVmJits3eb_dF_j9Rk,hannahtizedes,Hannah Tizedes,"creativity, sustainability, @The Cleanup Club 🌎🌈
💌: hannah@hannahtizedes.com",https://p19.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7314443961148866603~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,71,241,3818,1711,347310,hannahtizedes,,,,,6742912676903568389
6739818268125479942,US,MS4wLjABAAAAVIIvB4saPm8i55GjZiyvQIve-gtLr0fmBuNAarQXaVcBD76GKkwHRdN3sCClCB0I,itsreneeleblanc,hi,"Renée 🌎
Travel & Sustainability & Pizzazz
Vlogs",https://p16.tiktokcdn-us.com/tos-useast5-avt-0068-tx/41ca30bc9f86dcbfb4f69950bfa84729~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,82,255,1563,39149,206067,itsreneeleblanc,,,,,6742912676903568389
6862933918908613638,US,MS4wLjABAAAA_BBuzE_cxhW-rw3P-uLPUgve1tAudmJUUFIlQIBULgnxyEZc2rvZZ578f9zoTxKe,matt_rife,Matt Rife,"Comedian
Business email: mattrife@avestaent.com
NEW NETFLIX SPECIAL OUT NOW!",https://p19-pu-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/0817441cd0dd10216b2a58a1faaf6c2d~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,0,92,19475217,0,0,mattrife,Matt Rife,UC2mKA8JTOCeodl9bEK7w42Q,,,6742912676903568389
6803462802675844101,US,MS4wLjABAAAAGPUzMon881sbaMXqo0a97Hou_pkt_REfde-vwOy0Gci4hIfX2QVO-VE_81ekBrhN,livekindly,LIVEKINDLY,"🌎 sustainable living tips
♻️ zero-waste DIYs
 🌱 plant-based news",https://p19.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7310324376136581163~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,1168,237,169545,8072,11520718,livekindly,LIVEKINDLY,UCjacRo8crmvJuQt6nyFXyBg,,,6742912676903568389
6901696420538041349,US,MS4wLjABAAAAFbfyefeVgBgF1AFRUuvjRZQ0qjsV2m9_RSRla1uVgWwaMq11UXiKUIos1QpGUL9K,sciencebyashley,Ashley Diedenhofen 𓇼,"just a gal who likes science & sustainability
☀️🌱🤸🏼‍♀️🌊🐠
scibyash@gmail.com",https://p19-pu-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7330498342322962474~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,340,565,179545,21979,3591090,sciencebyashley,Ashley Diedenhofen ,UCsFnuzIYiXnoCZ_8bS38rQg,,,6742912676903568389
6939326105048466438,US,MS4wLjABAAAAW-gvCf1MNCEwXsIIOJKn3kJ37FwikPpw44MkWwz4Ui1DHrG55bMSIDW4PEFk7Zsw,emmajanegeisler,emma jane 💫,"getting outside and takin care of it 🥾🌳 
inquiries & ugc 👇🏻",https://p19-pu-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/3e14878074dfeb646e190c9cc02d81f4~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,333,698,14265,21761,669707,emmajanegeisler,Emma Jane,UC8W4DfGl9U4v5cTlQuQljBw,,,6742912676903568389
6759313995994645510,US,MS4wLjABAAAA2A5H-ch_SiWESs8d6CuymSOsWg_KWeUpKJy8Z_c8kqo_d9TWoTovZtOHPhvFIZRU,newlifestyleabb,Alyssa Barber,"🌍 Sustainable Living, Community, Climate Education 
📍STL
👇Let’s Make Change",https://p19.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d59b5258df91a672b071951e41a03ddc~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,988,800,368381,64806,21906642,newlifestyleabb,,,,,6742912676903568389
82588893010591744,US,MS4wLjABAAAA5fklDAwBtVCntaCUPFJBDyelbcOn0a0uWY1mzR7AelF9DpMxBkFQXSGunHYJ1g4m,julianadeliberais,Juliana Deliberais,🌎 a tree hugging bookworm trying to live mindfully 💚,https://p16-pu-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7328272511701893166~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,615,223,19901,2748,1053576,julianadeliberais,Juliana Deliberais,UC-1zWQkjfRIGYsmMHeeANTg,,,6742912676903568389
6904483002538689542,AU,MS4wLjABAAAAibX8B2E70mKMKUcmoAZ5px7rLgmXZY-3l4jGyKEY-OTcrLPHaHbdInBousVm3Ad6,kaylahdu_cane,Kaylah Du_Cane,I POST DAILY ON INSTAGRAM @kaylahdu_cane,https://p19-common-sg.tiktokcdn-us.com/tos-alisg-avt-0068/35e7502ca4223eea4f426a7f6f4fa112~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,680,474,412841,43065,3407730,,,,,,6742912676903568389
7044576098128315439,US,MS4wLjABAAAAAMy7aTYsBO2cW_4fFBivbcP117MUpaxtomR3a_1svrMWzTOsn1q6HaFflcxvJmgG,jennikayne,Jenni Kayne,A California-inspired destination that's defined by forever.,https://p19.tiktokcdn-us.com/tos-useast5-avt-0068-tx/aa160a86934d41ab3001ce27eddcbcfa~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,True,False,354,1,139380,1014,4123637,jennikaynehome,,,,,6742912676903568389
6806035262032888837,US,MS4wLjABAAAAdXGr64wEW3GREnM8hwzANnaGecFXtKBjjhdDBlbWR3jDgQEEP03CAGVpWzD0ZpMF,lessonsbylisab,Lisa B,"mirror mover + energy elevator 

💌 hello@lessonsbylisa.co",https://p16.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7310091834653409322~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,565,302,445754,6106,14145680,lessonsbylisa,LISA B,UCHmZH-R923C_k24ep31E9PA,,,6742912676903568389
7072350799775974402,CY,MS4wLjABAAAAp7oZ0uypfv51XTTrP1NrH_OgYSDSe5W0bFuZ1lnF6UoA0kx10bcIqebuJzWZ6unV,claroplants,claroplants,Transforming propagation into wonder 🌱,https://p19-common-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/7be3bad477491238e6543e598780a4a8~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,1028,196,34657,1955,975275,,,,,,6742912676903568389
6838588659694322693,US,MS4wLjABAAAAx8lBsfuHRnCU-Eud33pFrMCpj00pnmT2mUEd2_K3bRYCHgsHmPYZSPUzPjNw743D,earthtuface,Earth Tu Face,"Handmade + cruelty free natural skincare. Good for people + the Earth. Ca, USA.",https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/a3622b61bd13a6b3516cd579b3ace49d~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,76,86,4902,816,8907,earthtuface,,,,,6742912676903568389
7036212014449476613,US,MS4wLjABAAAA2xfx23-ezxE_OPi_aBsw4qbKHLDz1hSWJFIVEiLu4IHwToL7wSMuECPxw7gH4nWV,kaileteramoto,worm girl,,https://p16-pu-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/211c17c20f889e052be9726da498f47c~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,244,158,23993,9496,4027313,kaileteramoto,worm girl,UCEbCPw4PnujRvjIocsbW4xA,,,6742912676903568389
172040257251524608,US,MS4wLjABAAAAnJKUh0LLg7FhTy4lx6FULOzWKQDTH9EDn8gMFM2LObKmLbPkMbsruRD203PygjvV,travis_chambers,Travis Chambers,I build real life simulation villages you can stay in @OutPostX,https://p19.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e5c8ccee89ba2993830ff45ae0e4b354~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,379,689,26140,5345,207374,travis_chambers,,,,,6742912676903568389
6941368644530144261,US,MS4wLjABAAAAzEecWJOPf1vxd0k5SKy27bwvQWomRR-w-mGSANi5PXk-OIYx-P6pOwoLfVHgXOgh,thermalandoaks,Christina ✨ Homesteading,"✨ Christina ✨
All Amazon finds LINKED here ⬇️",https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/9a2d7b0abf747b998d62a8e6550144f0~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,2608,492,420849,3280,7218441,,,,,,6742912676903568389
6749572010403496965,US,MS4wLjABAAAA0V2Tqr-Nfl4zNZWVGCevjnuLMVX_1bY-PVQM_P3CpXWUTd_rnR7J1fJbZHt_YEmn,justagirlsavingdogs,Just A Girl Saving Dogs,"501(c)(3)
JustAGirlSavingdogs@gmail.com",https://p19.tiktokcdn-us.com/tos-useast5-avt-0068-tx/f39d458f9eeb97d3d90b404f2f34354a~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,2086,6033,90326,74473,2053057,justagirlsavingdogs,Just A Girl Saving Dogs,UCKEEuY-1kyN6l4OBF-8gI6Q,,,6742912676903568389
6563831500541722629,AU,MS4wLjABAAAA5nA2EqOwyhvEJum4MxVI0_GvJZMOvkXZvcMLAcIvqf7_wVQjbgwXFM5ZhEJEuxVG,sophiekovic,Sophie Kovic,Founder @seedandsproutco 💚 Download my eBook 👇🏼,https://p19-common-sg.tiktokcdn-us.com/tos-alisg-avt-0068/77ffe4cce123267f2c0c27329db7eb1e~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,415,543,318623,4100,16073384,sophiekovic,,,,,6742912676903568389
7001079461840765958,ES,MS4wLjABAAAAjzMGHYArEmLfyUAcz4U1Aa7BGliyAcwn3r-MuGuG1mM0CSOuRIuit3T5PNLQsVHL,agrotonomy,agrotonomy,"Vertical Farming Development Worldwide 🌱💚
Commercial & Residential",https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/c8bf67b95a1565adb46c2abc2880e5cb~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,620,252,3846428,4244,44450629,agrotonomy,Agrotonomy,UCF6JKjiC0wb7iHkT5O2VVaA,,,6742912676903568389
6748748358494962694,AU,MS4wLjABAAAAdZuRQMtgB80xNzzI5nOE4QxeUb_nTPzWmQEfmbgT33I6vylgGRUlCwfNFoIQQRWo,danmckernan,Dan | Animal Rescue,"Hi, I’m Dan
Helping the world
@ebresearchaus @Barn Sanctuary  
👇 donate",https://p16.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7312937705128591403~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,677,853,931011,13879,14713583,,,,,,6742912676903568389
6900405844111442949,US,MS4wLjABAAAA2vZalQXAs0z1ktkh175RC0Yh_KjPDg5ywHrsH_BtWQik0DV4h646Bq0ovvUNctF1,blossomandbranchfarm,Blossom and Branch Farm,"garden and home. Regenerative farmer, fifth generation!
700k IG",https://p19-pu-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7342213827930849322~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,363,197,73457,1599,878372,,Regenerative Gardening,UCpsXaDpRxBx4uC28y03nZGA,,,6742912676903568389
7031783774506943493,US,MS4wLjABAAAASPr4DdVwswWlvZGsUul7xtNCbcfcRe13Ii1MwbPJv7aeSlepptvL3UlI0pUoYmgj,ugcpro.studio,ugcpro.studio,"UGC & Creative Strategy 📚
10,000+ students since 2022 🎓
👇RESOURCES HERE👇",https://p16-pu-useast8.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/65a72029ef8867d3b51ff1701303eebe~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,1258,815,59381,17120,317508,,UGC Social,UClkTSVjjnCUS9umOunLGRYg,,,6742912676903568389
7107797138431624238,US,MS4wLjABAAAAHqjenEmYNpQ82oCvWYfYK6AzyWz7ZqVEZ_C-_f8UvQvWH-zvMEA4yOa3irh28caw,_futurehippie,kk 🌿,"eco-conscious livin’ 🌞
1 part hippie | 1 part basic  

My Fav Eco Products👇🏼",https://p19-pu-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7349421583577907242~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,35,44,1564,710,19103,,,,,,6742912676903568389
6733202816497812485,US,MS4wLjABAAAAAEb9naP99t0j-oL03-9euNVt8QC-cY_9R_WVQEf9EzuZmdX6aoS1p0LW03WH7I6N,jackiectiktok,JackieC,Taking a break! Be back soon :),https://p19.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7337760578661777450~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,30,109,125578,2315,205812,,,,,,6742912676903568389
7046006708321977349,GB,MS4wLjABAAAADIc3Qi3GSbYY9ObIk2CiZk3npSb6KplYoI1hTcCRrXMlo2Cy3qw4M0tM67bDhdGJ,goodpplinc,goodpeopleinc,"One day. 

founded in London, 2021",https://p16-common-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/d3f67ad6a37e5e18fbed4ce4cace1d51~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,82,34,122610,63,501931,,,,,,6742912676903568389
6903369290058941446,US,MS4wLjABAAAA1_VYglUyQEpNHOufz12qaQFAzue6bkuL6-kEA-pQzJ0NQ68wvssg4h1hBKjgD6Yv,coachrachelleindra,Life Coach,Life coach teaching the shit they should have taught us in school but didn't.,https://p16-pu-useast8.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7321349996182257710~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,1288,3454,257164,43069,5498609,coachrachelleindra,Rachelle Indra,UC6X7r5MR3ckGlZZHWk3-Icg,,,6742912676903568389
22036899,GB,MS4wLjABAAAA20KWcPDQ_5Y02IOjgAvQ4sjQKko6oROLmmGj1AeybsQ,_laurahome,Laura,"professional homebody
@Laura 📖🗡️🥀 
follow me on youtube 🫶🏼",https://p16-common-useast2a.tiktokcdn-us.com/tos-useast2a-avt-0068-euttp/31a24446e3775594ab2ed514a7823ce6~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,496,117,277364,32729,13434387,laurahome_,,,,,6742912676903568389
6832074546162992133,US,MS4wLjABAAAAOEyavBd7COs9KFb4F4l9BCiXYroIl-Kw2Rrv4NCP077RD1On8TpQwGeG-Qr00qLT,brennan.kai,Brennan Kai,"the girl born on earth day™️
enemy of food waste 🌎
imperfect sustainability 🌿",https://p19-common-va.tiktokcdn-us.com/tos-maliva-avt-0068/7324995034120454149~tplv-tiktokx-cropcenter-q:300:300:q75.webp?dr=8834&idc=useast5&ps=87d6e48a&s=COMMON_RELATION_LIST&sc=avatar&shcp=65db1d19&shp=30310797&t=223449c4,False,False,1322,1029,172064,28300,5862962,brennankai,,,,,6742912676903568389
